,home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
6078,WSH,PHI,0,2018,Nationals Park,"Washington, D.C.","35,630",,MLB
6079,PIT,ARI,0,2018,PNC Park,"Pittsburgh, Pennsylvania","24,843",,MLB
6080,BOS,SEA,1,2018,Fenway Park,"Boston, Massachusetts","37,342",,MLB
6081,CLE,DET,1,2018,Progressive Field,"Cleveland, Ohio","30,926",,MLB
6082,CIN,CHC,1,2018,Great American Ball Park,"Cincinnati, Ohio","25,885",,MLB
6083,NYM,LAD,0,2018,Citi Field,"Queens, New York","32,565",,MLB
6084,TB,NYY,1,2018,Tropicana Field,"St. Petersburg, Florida","27,252",,MLB
6085,ATL,BAL,0,2018,Truist Park,"Atlanta, Georgia","37,192",,MLB
6087,MIL,STL,1,2018,Miller Park,"Milwaukee, Wisconsin","36,275",,MLB
6088,MIN,TEX,0,2018,Target Field,"Minneapolis, Minnesota","28,004",,MLB
6089,HOU,KC,0,2018,Minute Maid Park,"Houston, Texas","39,357",,MLB
6090,COL,MIA,1,2018,Coors Field,"Denver, Colorado","35,468",,MLB
6091,LAA,TOR,1,2018,Angel Stadium,"Anaheim, California","38,028",,MLB
6092,SF,SD,0,2018,Oracle Park,"San Francisco, California","40,546",,MLB
6093,CHW,OAK,0,2018,Guaranteed Rate Field,"Chicago, Illinois","20,457",,MLB
6094,MIN,TEX,0,2018,Target Field,"Minneapolis, Minnesota","23,230",,MLB
6095,COL,MIA,0,2018,Coors Field,"Denver, Colorado","39,032",,MLB
6096,WSH,PHI,0,2018,Nationals Park,"Washington, D.C.","40,341",,MLB
6097,PIT,ARI,0,2018,PNC Park,"Pittsburgh, Pennsylvania","21,121",,MLB
6098,SF,SD,1,2018,Oracle Park,"San Francisco, California","40,348",,MLB
6099,MIL,STL,0,2018,Miller Park,"Milwaukee, Wisconsin","35,551",,MLB
6100,ATL,BAL,0,2018,Truist Park,"Atlanta, Georgia","40,333",,MLB
6101,CIN,CHC,1,2018,Great American Ball Park,"Cincinnati, Ohio","36,818",,MLB
6102,TB,NYY,1,2018,Tropicana Field,"St. Petersburg, Florida","29,831",,MLB
6103,CLE,DET,1,2018,Progressive Field,"Cleveland, Ohio","34,435",,MLB
6104,BOS,SEA,0,2018,Fenway Park,"Boston, Massachusetts","36,051",,MLB
6105,HOU,KC,1,2018,Minute Maid Park,"Houston, Texas","40,028",,MLB
6106,NYM,LAD,0,2018,Citi Field,"Queens, New York","37,705",,MLB
6107,LAA,TOR,0,2018,Angel Stadium,"Anaheim, California","40,612",,MLB
6108,BOS,SEA,1,2018,Fenway Park,"Boston, Massachusetts","36,274",,MLB
6109,CLE,DET,1,2018,Progressive Field,"Cleveland, Ohio","31,208",,MLB
6110,CIN,CHC,1,2018,Great American Ball Park,"Cincinnati, Ohio","30,508",,MLB
6111,NYM,LAD,0,2018,Citi Field,"Queens, New York","34,060",,MLB
6112,TB,NYY,1,2018,Tropicana Field,"St. Petersburg, Florida","23,667",,MLB
6113,ATL,BAL,1,2018,Truist Park,"Atlanta, Georgia","33,794",,MLB
6114,PIT,ARI,0,2018,PNC Park,"Pittsburgh, Pennsylvania","19,207",,MLB
6115,CHW,OAK,1,2018,Guaranteed Rate Field,"Chicago, Illinois","21,908",,MLB
6116,MIL,STL,0,2018,Miller Park,"Milwaukee, Wisconsin","39,710",,MLB
6117,MIN,TEX,1,2018,Target Field,"Minneapolis, Minnesota","23,633",,MLB
6118,HOU,KC,1,2018,Minute Maid Park,"Houston, Texas","41,823",,MLB
6119,COL,MIA,0,2018,Coors Field,"Denver, Colorado","34,172",,MLB
6120,SF,SD,1,2018,Oracle Park,"San Francisco, California","39,230",,MLB
6121,LAA,TOR,0,2018,Angel Stadium,"Anaheim, California","33,102",,MLB
6122,WSH,PHI,1,2018,Nationals Park,"Washington, D.C.","29,314",,MLB
6123,DET,OAK,0,2018,Comerica Park,"Detroit, Michigan","19,127",,MLB
6124,KC,LAA,1,2018,Kauffman Stadium,"Kansas City, Missouri","19,535",,MLB
6125,BAL,SEA,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","21,202",,MLB
6126,PHI,NYY,0,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","44,136",,MLB
6127,NYM,PIT,0,2018,Citi Field,"Queens, New York","22,135",,MLB
6128,MIA,ARI,1,2018,Marlins Park,"Miami, Florida","6,105",,MLB
6129,TB,WSH,1,2018,Tropicana Field,"St. Petersburg, Florida","13,624",,MLB
6130,ATL,CIN,1,2018,Truist Park,"Atlanta, Georgia","27,851",,MLB
6131,TEX,SD,1,2018,Globe Life Park in Arlington,"Arlington, Texas","23,470",,MLB
6132,HOU,TOR,0,2018,Minute Maid Park,"Houston, Texas","28,791",,MLB
6133,STL,CLE,1,2018,Busch Stadium,"St. Louis, Missouri","42,007",,MLB
6134,LAD,CHC,1,2018,Dodger Stadium,"Los Angeles, California","41,750",,MLB
6135,TB,WSH,1,2018,Tropicana Field,"St. Petersburg, Florida","14,289",,MLB
6136,BAL,SEA,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","16,327",,MLB
6137,PHI,NYY,0,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","43,568",,MLB
6138,BOS,LAA,1,2018,Fenway Park,"Boston, Massachusetts","37,366",,MLB
6139,DET,OAK,0,2018,Comerica Park,"Detroit, Michigan","22,809",,MLB
6140,NYM,PIT,1,2018,Citi Field,"Queens, New York","24,501",,MLB
6141,MIA,ARI,0,2018,Marlins Park,"Miami, Florida","6,159",,MLB
6142,ATL,CIN,0,2018,Truist Park,"Atlanta, Georgia","28,356",,MLB
6143,TEX,SD,0,2018,Globe Life Park in Arlington,"Arlington, Texas","21,780",,MLB
6144,CHW,MIN,1,2018,Guaranteed Rate Field,"Chicago, Illinois","16,276",,MLB
6145,MIL,KC,1,2018,Miller Park,"Milwaukee, Wisconsin","34,412",,MLB
6146,HOU,TOR,1,2018,Minute Maid Park,"Houston, Texas","38,700",,MLB
6147,STL,CLE,1,2018,Busch Stadium,"St. Louis, Missouri","40,288",,MLB
6148,LAD,CHC,0,2018,Dodger Stadium,"Los Angeles, California","53,904",,MLB
6149,SF,COL,1,2018,Oracle Park,"San Francisco, California","36,070",,MLB
6150,ATL,CIN,0,2018,Truist Park,"Atlanta, Georgia","30,207",,MLB
6151,MIL,KC,0,2018,Miller Park,"Milwaukee, Wisconsin","38,436",,MLB
6152,HOU,TOR,1,2018,Minute Maid Park,"Houston, Texas","39,191",,MLB
6153,HOU,TOR,1,2018,Minute Maid Park,"Houston, Texas","39,191",,MLB
6154,BAL,SEA,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","15,502",,MLB
6155,PHI,NYY,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","42,028",,MLB
6156,BOS,LAA,1,2018,Fenway Park,"Boston, Massachusetts","37,521",,MLB
6157,DET,OAK,0,2018,Comerica Park,"Detroit, Michigan","23,961",,MLB
6158,NYM,PIT,0,2018,Citi Field,"Queens, New York","24,506",,MLB
6159,MIA,ARI,0,2018,Marlins Park,"Miami, Florida","6,382",,MLB
6160,TEX,SD,1,2018,Globe Life Park in Arlington,"Arlington, Texas","21,365",,MLB
6161,CHW,MIN,1,2018,Guaranteed Rate Field,"Chicago, Illinois","19,466",,MLB
6162,STL,CLE,0,2018,Busch Stadium,"St. Louis, Missouri","43,598",,MLB
6163,LAD,CHC,1,2018,Dodger Stadium,"Los Angeles, California","42,121",,MLB
6164,SF,COL,1,2018,Oracle Park,"San Francisco, California","36,046",,MLB
6165,MIA,ARI,0,2018,Marlins Park,"Miami, Florida","12,715",,MLB
6166,DET,OAK,0,2018,Comerica Park,"Detroit, Michigan","28,866",,MLB
6167,CHW,MIN,0,2018,Guaranteed Rate Field,"Chicago, Illinois","21,610",,MLB
6168,BAL,SEA,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","14,263",,MLB
6169,LAD,CHC,0,2018,Dodger Stadium,"Los Angeles, California","52,187",,MLB
6170,SF,COL,0,2018,Oracle Park,"San Francisco, California","37,529",,MLB
6171,BOS,LAA,1,2018,Fenway Park,"Boston, Massachusetts","36,992",,MLB
6172,PHI,WSH,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","25,026",,MLB
6173,CIN,MIL,0,2018,Great American Ball Park,"Cincinnati, Ohio","20,347",,MLB
6174,TB,HOU,0,2018,Tropicana Field,"St. Petersburg, Florida","12,305",,MLB
6175,CHC,MIN,1,2018,Wrigley Field,"Chicago, Illinois","41,492",,MLB
6176,BAL,LAA,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","24,007",,MLB
6177,NYY,BOS,1,2018,Yankee Stadium,"Bronx, New York","47,120",,MLB
6178,PHI,WSH,0,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","36,903",,MLB
6179,TOR,DET,1,2018,Rogers Centre,"Toronto, Ontario","24,068",,MLB
6180,CIN,MIL,0,2018,Great American Ball Park,"Cincinnati, Ohio","26,130",,MLB
6181,MIA,NYM,1,2018,Marlins Park,"Miami, Florida","8,211",,MLB
6182,TB,HOU,1,2018,Tropicana Field,"St. Petersburg, Florida","15,797",,MLB
6183,TEX,CHW,1,2018,Globe Life Park in Arlington,"Arlington, Texas","28,156",,MLB
6184,STL,ATL,0,2018,Busch Stadium,"St. Louis, Missouri","46,226",,MLB
6185,ARI,SF,0,2018,Chase Field,"Phoenix, Arizona","30,981",,MLB
6186,OAK,CLE,1,2018,Oakland Coliseum,"Oakland, California","14,823",,MLB
6187,SEA,KC,1,2018,T-Mobile Park,"Seattle, Washington","25,558",,MLB
6188,LAD,COL,0,2018,Dodger Stadium,"Los Angeles, California","41,909",,MLB
6189,SD,PIT,0,2018,Petco Park,"San Diego, California","27,083",,MLB
6190,TOR,DET,1,2018,Rogers Centre,"Toronto, Ontario","27,066",,MLB
6191,CHC,MIN,1,2018,Wrigley Field,"Chicago, Illinois","40,950",,MLB
6192,BAL,LAA,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","38,838",,MLB
6193,OAK,CLE,1,2018,Oakland Coliseum,"Oakland, California","17,748",,MLB
6194,CIN,MIL,1,2018,Great American Ball Park,"Cincinnati, Ohio","24,640",,MLB
6195,MIA,NYM,1,2018,Marlins Park,"Miami, Florida","10,523",,MLB
6196,TB,HOU,1,2018,Tropicana Field,"St. Petersburg, Florida","18,378",,MLB
6197,PHI,WSH,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","42,746",,MLB
6198,NYY,BOS,0,2018,Yankee Stadium,"Bronx, New York","47,125",,MLB
6199,LAD,COL,0,2018,Dodger Stadium,"Los Angeles, California","46,172",,MLB
6200,STL,ATL,0,2018,Busch Stadium,"St. Louis, Missouri","46,667",,MLB
6201,TEX,CHW,1,2018,Globe Life Park in Arlington,"Arlington, Texas","28,138",,MLB
6202,SEA,KC,1,2018,T-Mobile Park,"Seattle, Washington","33,395",,MLB
6203,SD,PIT,1,2018,Petco Park,"San Diego, California","32,418",,MLB
6204,ARI,SF,0,2018,Chase Field,"Phoenix, Arizona","38,117",,MLB
6205,BAL,LAA,1,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","18,351",,MLB
6206,TOR,DET,0,2018,Rogers Centre,"Toronto, Ontario","37,445",,MLB
6207,CIN,MIL,1,2018,Great American Ball Park,"Cincinnati, Ohio","18,483",,MLB
6208,MIA,NYM,0,2018,Marlins Park,"Miami, Florida","9,611",,MLB
6209,TB,HOU,1,2018,Tropicana Field,"St. Petersburg, Florida","19,334",,MLB
6210,PHI,WSH,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","22,051",,MLB
6211,STL,ATL,0,2018,Busch Stadium,"St. Louis, Missouri","46,448",,MLB
6212,CHC,MIN,1,2018,Wrigley Field,"Chicago, Illinois","40,051",,MLB
6213,TEX,CHW,0,2018,Globe Life Park in Arlington,"Arlington, Texas","22,684",,MLB
6214,OAK,CLE,0,2018,Oakland Coliseum,"Oakland, California","16,164",,MLB
6215,SEA,KC,1,2018,T-Mobile Park,"Seattle, Washington","38,344",,MLB
6216,LAD,COL,1,2018,Dodger Stadium,"Los Angeles, California","45,725",,MLB
6217,SD,PIT,0,2018,Petco Park,"San Diego, California","32,099",,MLB
6218,ARI,SF,0,2018,Chase Field,"Phoenix, Arizona","29,721",,MLB
6219,NYY,BOS,1,2018,Yankee Stadium,"Bronx, New York","46,795",,MLB
6220,TOR,DET,0,2018,Rogers Centre,"Toronto, Ontario","29,575",,MLB
6221,WSH,BOS,0,2018,Nationals Park,"Washington, D.C.","39,002",,MLB
6222,NYY,ATL,0,2018,Yankee Stadium,"Bronx, New York","43,792",,MLB
6223,CIN,CHW,1,2018,Great American Ball Park,"Cincinnati, Ohio","16,727",,MLB
6224,MIA,TB,1,2018,Marlins Park,"Miami, Florida","6,004",,MLB
6225,MIL,MIN,1,2018,Miller Park,"Milwaukee, Wisconsin","31,353",,MLB
6226,KC,CLE,0,2018,Kauffman Stadium,"Kansas City, Missouri","18,285",,MLB
6227,COL,SF,1,2018,Coors Field,"Denver, Colorado","40,333",,MLB
6228,ARI,STL,0,2018,Chase Field,"Phoenix, Arizona","20,334",,MLB
6229,LAD,PIT,1,2018,Dodger Stadium,"Los Angeles, California","45,207",,MLB
6230,CHC,DET,1,2018,Wrigley Field,"Chicago, Illinois","38,424",,MLB
6231,MIL,MIN,1,2018,Miller Park,"Milwaukee, Wisconsin","32,375",,MLB
6232,WSH,BOS,0,2018,Nationals Park,"Washington, D.C.","42,531",,MLB
6233,NYY,ATL,1,2018,Yankee Stadium,"Bronx, New York","45,448",,MLB
6234,PHI,BAL,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","28,204",,MLB
6235,TOR,NYM,1,2018,Rogers Centre,"Toronto, Ontario","24,010",,MLB
6236,CIN,CHW,0,2018,Great American Ball Park,"Cincinnati, Ohio","22,742",,MLB
6237,MIA,TB,0,2018,Marlins Park,"Miami, Florida","6,259",,MLB
6238,TEX,HOU,0,2018,Globe Life Park in Arlington,"Arlington, Texas","40,165",,MLB
6239,COL,SF,1,2018,Coors Field,"Denver, Colorado","48,072",,MLB
6240,KC,CLE,0,2018,Kauffman Stadium,"Kansas City, Missouri","19,005",,MLB
6241,OAK,SD,1,2018,Oakland Coliseum,"Oakland, California","29,925",,MLB
6242,ARI,STL,1,2018,Chase Field,"Phoenix, Arizona","25,843",,MLB
6243,SEA,LAA,1,2018,T-Mobile Park,"Seattle, Washington","38,624",,MLB
6244,LAD,PIT,1,2018,Dodger Stadium,"Los Angeles, California","48,819",,MLB
6245,WSH,BOS,0,2018,Nationals Park,"Washington, D.C.","42,528",,MLB
6246,NYY,ATL,1,2018,Yankee Stadium,"Bronx, New York","46,658",,MLB
6247,MIA,TB,1,2018,Marlins Park,"Miami, Florida","7,572",,MLB
6248,CHC,DET,1,2018,Wrigley Field,"Chicago, Illinois","40,510",,MLB
6249,PHI,BAL,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","30,943",,MLB
6250,OAK,SD,1,2018,Oakland Coliseum,"Oakland, California","14,408",,MLB
6251,MIL,MIN,1,2018,Miller Park,"Milwaukee, Wisconsin","36,700",,MLB
6252,SEA,LAA,0,2018,T-Mobile Park,"Seattle, Washington","39,518",,MLB
6253,CIN,CHW,1,2018,Great American Ball Park,"Cincinnati, Ohio","24,442",,MLB
6254,TEX,HOU,0,2018,Globe Life Park in Arlington,"Arlington, Texas","43,592",,MLB
6255,TOR,NYM,0,2018,Rogers Centre,"Toronto, Ontario","26,038",,MLB
6256,KC,CLE,0,2018,Kauffman Stadium,"Kansas City, Missouri","22,001",,MLB
6257,LAD,PIT,1,2018,Dodger Stadium,"Los Angeles, California","53,139",,MLB
6258,COL,SF,1,2018,Coors Field,"Denver, Colorado","48,158",,MLB
6259,ARI,STL,0,2018,Chase Field,"Phoenix, Arizona","44,072",,MLB
6260,WSH,MIA,1,2018,Nationals Park,"Washington, D.C.","24,314",,MLB
6261,DET,TEX,0,2018,Comerica Park,"Detroit, Michigan","21,248",,MLB
6262,MIL,ATL,1,2018,Miller Park,"Milwaukee, Wisconsin","27,557",,MLB
6263,MIN,BAL,1,2018,Target Field,"Minneapolis, Minnesota","23,895",,MLB
6264,HOU,CHW,1,2018,Minute Maid Park,"Houston, Texas","34,955",,MLB
6265,ARI,SD,0,2018,Chase Field,"Phoenix, Arizona","17,982",,MLB
6266,SEA,LAA,1,2018,T-Mobile Park,"Seattle, Washington","32,128",,MLB
6267,SF,STL,0,2018,Oracle Park,"San Francisco, California","38,766",,MLB
6268,CHC,CIN,0,2018,Wrigley Field,"Chicago, Illinois","41,434",,MLB
6269,DET,TEX,1,2018,Comerica Park,"Detroit, Michigan","27,316",,MLB
6270,WSH,MIA,1,2018,Nationals Park,"Washington, D.C.","32,652",,MLB
6271,PIT,PHI,0,2018,PNC Park,"Pittsburgh, Pennsylvania","24,846",,MLB
6272,TOR,NYY,1,2018,Rogers Centre,"Toronto, Ontario","37,254",,MLB
6273,CLE,OAK,1,2018,Progressive Field,"Cleveland, Ohio","34,633",,MLB
6274,NYM,TB,1,2018,Citi Field,"Queens, New York","24,236",,MLB
6275,MIL,ATL,1,2018,Miller Park,"Milwaukee, Wisconsin","31,452",,MLB
6276,MIN,BAL,1,2018,Target Field,"Minneapolis, Minnesota","27,570",,MLB
6277,HOU,CHW,1,2018,Minute Maid Park,"Houston, Texas","38,153",,MLB
6278,KC,BOS,0,2018,Kauffman Stadium,"Kansas City, Missouri","24,673",,MLB
6279,ARI,SD,1,2018,Chase Field,"Phoenix, Arizona","25,128",,MLB
6280,LAA,LAD,1,2018,Angel Stadium,"Anaheim, California","44,323",,MLB
6281,SEA,COL,0,2018,T-Mobile Park,"Seattle, Washington","26,554",,MLB
6282,SF,STL,1,2018,Oracle Park,"San Francisco, California","37,996",,MLB
6283,MIN,BAL,1,2018,Target Field,"Minneapolis, Minnesota","25,974",,MLB
6284,CHC,CIN,1,2018,Wrigley Field,"Chicago, Illinois","41,538",,MLB
6285,PIT,PHI,0,2018,PNC Park,"Pittsburgh, Pennsylvania","28,150",,MLB
6286,SF,STL,0,2018,Oracle Park,"San Francisco, California","39,606",,MLB
6287,TOR,NYY,0,2018,Rogers Centre,"Toronto, Ontario","44,352",,MLB
6288,CLE,OAK,0,2018,Progressive Field,"Cleveland, Ohio","33,195",,MLB
6289,DET,TEX,1,2018,Comerica Park,"Detroit, Michigan","29,174",,MLB
6290,MIL,ATL,0,2018,Miller Park,"Milwaukee, Wisconsin","38,813",,MLB
6291,SEA,COL,0,2018,T-Mobile Park,"Seattle, Washington","36,104",,MLB
6292,HOU,CHW,1,2018,Minute Maid Park,"Houston, Texas","39,568",,MLB
6293,NYM,TB,0,2018,Citi Field,"Queens, New York","32,986",,MLB
6294,LAA,LAD,0,2018,Angel Stadium,"Anaheim, California","44,409",,MLB
6295,KC,BOS,0,2018,Kauffman Stadium,"Kansas City, Missouri","30,347",,MLB
6296,WSH,MIA,1,2018,Nationals Park,"Washington, D.C.","34,364",,MLB
6297,ARI,SD,1,2018,Chase Field,"Phoenix, Arizona","27,091",,MLB
6298,TOR,NYY,0,2018,Rogers Centre,"Toronto, Ontario","39,866",,MLB
6299,CLE,OAK,0,2018,Progressive Field,"Cleveland, Ohio","27,125",,MLB
6300,DET,TEX,0,2018,Comerica Park,"Detroit, Michigan","22,047",,MLB
6301,NYM,TB,0,2018,Citi Field,"Queens, New York","24,653",,MLB
6302,WSH,MIA,0,2018,Nationals Park,"Washington, D.C.","30,464",,MLB
6303,PIT,PHI,1,2018,PNC Park,"Pittsburgh, Pennsylvania","19,542",,MLB
6304,MIL,ATL,1,2018,Miller Park,"Milwaukee, Wisconsin","43,262",,MLB
6305,MIN,BAL,1,2018,Target Field,"Minneapolis, Minnesota","22,557",,MLB
6306,HOU,CHW,1,2018,Minute Maid Park,"Houston, Texas","41,654",,MLB
6307,KC,BOS,0,2018,Kauffman Stadium,"Kansas City, Missouri","28,443",,MLB
6308,CHC,CIN,1,2018,Wrigley Field,"Chicago, Illinois","38,655",,MLB
6309,SF,STL,1,2018,Oracle Park,"San Francisco, California","38,855",,MLB
6310,SEA,COL,1,2018,T-Mobile Park,"Seattle, Washington","34,440",,MLB
6311,ARI,SD,0,2018,Chase Field,"Phoenix, Arizona","24,869",,MLB
6312,LAA,LAD,1,2018,Angel Stadium,"Anaheim, California","42,213",,MLB
6313,BAL,NYY,1,2018,Oriole Park at Camden Yards,"Baltimore, Maryland",,,MLB
6314,NYM,PHI,1,2018,Citi Field,"Queens, New York",,,MLB
6315,PIT,WSH,1,2018,PNC Park,"Pittsburgh, Pennsylvania","14,075",,MLB
6316,BOS,TEX,1,2018,Fenway Park,"Boston, Massachusetts","36,754",,MLB
6317,CLE,CIN,0,2018,Progressive Field,"Cleveland, Ohio","22,561",,MLB
6318,MIA,MIL,1,2018,Marlins Park,"Miami, Florida","5,996",,MLB
6319,TB,DET,1,2018,Tropicana Field,"St. Petersburg, Florida","14,229",,MLB
6320,NYM,PHI,0,2018,Citi Field,"Queens, New York","24,139",,MLB
6321,BAL,NYY,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","26,340",,MLB
6322,MIN,KC,1,2018,Target Field,"Minneapolis, Minnesota","20,199",,MLB
6323,HOU,OAK,0,2018,Minute Maid Park,"Houston, Texas","28,301",,MLB
6324,SD,LAD,0,2018,Petco Park,"San Diego, California","28,110",,MLB
6325,SF,CHC,1,2018,Oracle Park,"San Francisco, California","38,024",,MLB
6326,BAL,NYY,1,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","18,418",,MLB
6327,PIT,WSH,0,2018,PNC Park,"Pittsburgh, Pennsylvania","17,103",,MLB
6328,BOS,TEX,1,2018,Fenway Park,"Boston, Massachusetts","36,883",,MLB
6329,CLE,CIN,0,2018,Progressive Field,"Cleveland, Ohio","21,908",,MLB
6330,NYM,PHI,0,2018,Citi Field,"Queens, New York","22,416",,MLB
6331,MIA,MIL,0,2018,Marlins Park,"Miami, Florida","5,624",,MLB
6332,TB,DET,1,2018,Tropicana Field,"St. Petersburg, Florida","13,478",,MLB
6333,ATL,TOR,0,2018,Truist Park,"Atlanta, Georgia","31,747",,MLB
6334,CHW,STL,0,2018,Guaranteed Rate Field,"Chicago, Illinois","23,245",,MLB
6335,MIN,KC,0,2018,Target Field,"Minneapolis, Minnesota","27,551",,MLB
6336,HOU,OAK,1,2018,Minute Maid Park,"Houston, Texas","34,585",,MLB
6337,COL,ARI,0,2018,Coors Field,"Denver, Colorado","43,405",,MLB
6338,SF,CHC,0,2018,Oracle Park,"San Francisco, California","39,113",,MLB
6339,LAA,SEA,1,2018,Angel Stadium,"Anaheim, California","33,092",,MLB
6340,SD,LAD,1,2018,Petco Park,"San Diego, California","26,272",,MLB
6341,TB,DET,1,2018,Tropicana Field,"St. Petersburg, Florida","13,922",,MLB
6342,PIT,WSH,1,2018,PNC Park,"Pittsburgh, Pennsylvania","21,083",,MLB
6343,MIN,KC,1,2018,Target Field,"Minneapolis, Minnesota","26,708",,MLB
6344,SF,CHC,1,2018,Oracle Park,"San Francisco, California","41,099",,MLB
6345,BOS,TEX,1,2018,Fenway Park,"Boston, Massachusetts","36,920",,MLB
6346,BAL,NYY,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","17,808",,MLB
6347,CLE,CIN,1,2018,Progressive Field,"Cleveland, Ohio","22,215",,MLB
6348,NYM,PHI,1,2018,Citi Field,"Queens, New York","22,137",,MLB
6349,MIA,MIL,1,2018,Marlins Park,"Miami, Florida","5,265",,MLB
6350,ATL,TOR,1,2018,Truist Park,"Atlanta, Georgia","27,839",,MLB
6351,CHW,STL,1,2018,Guaranteed Rate Field,"Chicago, Illinois","26,319",,MLB
6352,HOU,OAK,0,2018,Minute Maid Park,"Houston, Texas","41,119",,MLB
6353,COL,ARI,1,2018,Coors Field,"Denver, Colorado","33,919",,MLB
6354,LAA,SEA,0,2018,Angel Stadium,"Anaheim, California","35,591",,MLB
6355,SD,LAD,0,2018,Petco Park,"San Diego, California","26,448",,MLB
6356,HOU,OAK,0,2018,Minute Maid Park,"Houston, Texas","38,900",,MLB
6357,COL,ARI,1,2018,Coors Field,"Denver, Colorado","41,410",,MLB
6358,BAL,PHI,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","20,100",,MLB
6359,PIT,MIL,1,2018,PNC Park,"Pittsburgh, Pennsylvania","17,858",,MLB
6360,BOS,TOR,1,2018,Fenway Park,"Boston, Massachusetts","37,182",,MLB
6361,CLE,NYY,0,2018,Progressive Field,"Cleveland, Ohio","31,267",,MLB
6362,NYM,WSH,0,2018,Citi Field,"Queens, New York","28,120",,MLB
6363,MIN,TB,1,2018,Target Field,"Minneapolis, Minnesota","25,281",,MLB
6364,SD,LAD,0,2018,Petco Park,"San Diego, California","29,595",,MLB
6365,LAA,SEA,1,2018,Angel Stadium,"Anaheim, California","44,027",,MLB
6366,BAL,TEX,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","17,348",,MLB
6367,PIT,MIL,1,2018,PNC Park,"Pittsburgh, Pennsylvania","21,431",,MLB
6368,BOS,TOR,0,2018,Fenway Park,"Boston, Massachusetts","37,018",,MLB
6369,CLE,NYY,1,2018,Progressive Field,"Cleveland, Ohio","35,078",,MLB
6370,NYM,WSH,1,2018,Citi Field,"Queens, New York","26,558",,MLB
6371,MIA,PHI,0,2018,Marlins Park,"Miami, Florida","8,090",,MLB
6372,ATL,ARI,0,2018,Truist Park,"Atlanta, Georgia","42,130",,MLB
6373,CHW,KC,1,2018,Guaranteed Rate Field,"Chicago, Illinois","19,361",,MLB
6374,MIN,TB,1,2018,Target Field,"Minneapolis, Minnesota","28,756",,MLB
6375,HOU,DET,1,2018,Minute Maid Park,"Houston, Texas","38,843",,MLB
6376,STL,CIN,0,2018,Busch Stadium,"St. Louis, Missouri","45,891",,MLB
6377,COL,SEA,1,2018,Coors Field,"Denver, Colorado","38,126",,MLB
6378,SD,CHC,0,2018,Petco Park,"San Diego, California","38,988",,MLB
6379,LAD,LAA,1,2018,Dodger Stadium,"Los Angeles, California","53,368",,MLB
6380,SF,OAK,1,2018,Oracle Park,"San Francisco, California","41,751",,MLB
6381,PIT,MIL,1,2018,PNC Park,"Pittsburgh, Pennsylvania",,,MLB
6382,BOS,TOR,1,2018,Fenway Park,"Boston, Massachusetts","36,390",,MLB
6383,CHW,KC,0,2018,Guaranteed Rate Field,"Chicago, Illinois","20,159",,MLB
6384,MIN,TB,0,2018,Target Field,"Minneapolis, Minnesota","25,094",,MLB
6385,PIT,MIL,1,2018,PNC Park,"Pittsburgh, Pennsylvania","24,474",,MLB
6386,ATL,ARI,0,2018,Truist Park,"Atlanta, Georgia","40,862",,MLB
6387,HOU,DET,1,2018,Minute Maid Park,"Houston, Texas","40,405",,MLB
6388,NYM,WSH,1,2018,Citi Field,"Queens, New York","30,438",,MLB
6389,STL,CIN,0,2018,Busch Stadium,"St. Louis, Missouri","44,668",,MLB
6390,MIA,PHI,1,2018,Marlins Park,"Miami, Florida","14,793",,MLB
6391,BAL,TEX,1,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","38,328",,MLB
6392,CLE,NYY,0,2018,Progressive Field,"Cleveland, Ohio","35,353",,MLB
6393,LAD,LAA,0,2018,Dodger Stadium,"Los Angeles, California","53,797",,MLB
6394,COL,SEA,1,2018,Coors Field,"Denver, Colorado","47,789",,MLB
6395,SF,OAK,0,2018,Oracle Park,"San Francisco, California","41,970",,MLB
6396,SD,CHC,0,2018,Petco Park,"San Diego, California","38,837",,MLB
